codice_scuola|anno_corso|scuola|regione|nazionale
"TVTD06000R"|3|27.1|33|33.7
"TVTD06000R"|4|29.5|32.6|33.8
"TVTD09000L"|1|31.9|30.3|29.7
"TVTD09000L"|2|34.1|31|31.8
"TVTD09000L"|3|31.2|33|33.7
"TVTD09000L"|4|37.6|32.6|33.8
"TVTE017013"|1|13.3|30.3|29.7
"TVTE017013"|2|13|31|31.8
"TVTE017013"|3|13.8|33|33.7
"TVTE017013"|4|18.5|32.6|33.8
"TVTF00401Q"|1|55.3|30.3|29.7
"TVTF00401Q"|2|25.9|31|31.8
"TVTF00401Q"|3|41.7|33|33.7
"TVTF00401Q"|4|46.7|32.6|33.8
"TVTF007017"|1|32.8|30.3|29.7
"TVTF007017"|2|33.3|31|31.8
"TVTF007017"|3|37.8|33|33.7
"TVTF007017"|4|40|32.6|33.8
"TVTF010002"|1|29.9|30.3|29.7
"TVTF010002"|2|23.3|31|31.8
"TVTF010002"|3|36.1|33|33.7
"TVTF010002"|4|38.1|32.6|33.8
"TVTF01101V"|1|42.6|30.3|29.7
"TVTF01101V"|2|44.1|31|31.8
"TVTF01101V"|3|36.7|33|33.7
"TVTF01101V"|4|34.8|32.6|33.8
"TVTF01901D"|1|23.6|30.3|29.7
"TVTF01901D"|2|28.2|31|31.8
"TVTF01901D"|3|24|33|33.7
"TVTF01901D"|4|32.8|32.6|33.8
"TVTF02000L"|1|25.6|30.3|29.7
"TVTF02000L"|2|46.5|31|31.8
"TVTF02000L"|3|40.5|33|33.7
"TVTF02000L"|4|36|32.6|33.8
"TVTF030007"|1|26.6|30.3|29.7
"TVTF030007"|2|31.5|31|31.8
"TVTF030007"|3|41.9|33|33.7
"TVTF030007"|4|46.2|32.6|33.8
"TVTF04000T"|1|22.5|30.3|29.7
"TVTF04000T"|2|33.9|31|31.8
"TVTF04000T"|3|34.7|33|33.7
"TVTF04000T"|4|41.2|32.6|33.8
"TVTL00101C"|1|39.5|30.3|29.7
"TVTL00101C"|2|28.6|31|31.8
"TVTL00101C"|3|20|33|33.7
"TVTL00101C"|4|50|32.6|33.8
"TVTL01901N"|1|27.3|30.3|29.7
"TVTL01901N"|2|22.3|31|31.8
"TVTL01901N"|3|33.7|33|33.7
"TVTL01901N"|4|43.1|32.6|33.8
"TVTN00401B"|1|38.8|30.3|29.7
"TVTN00401B"|2|24.3|31|31.8
"TVTN00401B"|3|37.8|33|33.7
"TVTN00401B"|4|36.1|32.6|33.8
"TVTN01000N"|1|27.3|30.3|29.7
"TVTN01000N"|2|30.5|31|31.8
"TVTN01000N"|3|26.2|33|33.7
"TVTN01000N"|4|30|32.6|33.8
"TVTN021015"|1|26.1|30.3|29.7
"TVTN021015"|2|29.9|31|31.8
"TVTN021015"|3|28.8|33|33.7
"TVTN021015"|4|40.2|32.6|33.8
"UDPC002017"|1|10|25.6|23.8
"UDPC002017"|2|29.2|25.5|24.4
"UDPC002017"|3|10.5|25.9|24.2
"UDPC002017"|4|33.3|23.2|21.4
"UDPC002028"|1|46.3|25.6|23.8
"UDPC002028"|2|35.1|25.5|24.4
"UDPC002028"|3|36.2|25.9|24.2
"UDPC002028"|4|44.7|23.2|21.4
"UDPC010005"|1|31.3|25.6|23.8
"UDPC010005"|2|23.3|25.5|24.4
"UDPC010005"|3|17.6|25.9|24.2
"UDPC010005"|4|20.7|23.2|21.4
"UDPM00101G"|1|31.6|25.6|23.8
"UDPM00101G"|2|26.1|25.5|24.4
"UDPM00101G"|3|35|25.9|24.2
"UDPM00101G"|4|14.8|23.2|21.4
"UDPM010009"|1|28.1|25.6|23.8
"UDPM010009"|2|34.1|25.5|24.4
"UDPM010009"|3|35.6|25.9|24.2
"UDPM010009"|4|25.3|23.2|21.4
"UDPM040005"|1|32.9|25.6|23.8
"UDPM040005"|2|29.3|25.5|24.4
"UDPM040005"|3|32.2|25.9|24.2
"UDPM040005"|4|24.7|23.2|21.4
"UDPS00101E"|1|24.6|25.6|23.8
"UDPS00101E"|2|33.8|25.5|24.4
"UDPS00101E"|3|20.8|25.9|24.2
"UDPS00101E"|4|26.8|23.2|21.4
"UDPS00201A"|1|41|25.6|23.8
"UDPS00201A"|2|29.9|25.5|24.4
"UDPS00201A"|3|29.2|25.9|24.2
"UDPS00201A"|4|19.2|23.2|21.4
"UDPS004012"|1|14.3|25.6|23.8
"UDPS004012"|2|22.8|25.5|24.4
"UDPS004012"|3|25|25.9|24.2
"UDPS004012"|4|29.3|23.2|21.4
"UDPS009015"|1|42.9|25.6|23.8
"UDPS009015"|2|30|25.5|24.4
"UDPS009015"|3|25|25.9|24.2
"UDPS009015"|4|44.4|23.2|21.4
"UDPS010008"|1|19.1|25.6|23.8
"UDPS010008"|2|21|25.5|24.4
"UDPS010008"|3|27.9|25.9|24.2
"UDPS010008"|4|23.4|23.2|21.4
"UDPS011015"|1|41.9|25.6|23.8
"UDPS011015"|2|22.7|25.5|24.4
"UDPS011015"|3|27|25.9|24.2
"UDPS011015"|4|28|23.2|21.4
"UDPS012011"|1|30|25.6|23.8
"UDPS012011"|2|10|25.5|24.4
"UDPS012011"|3|26.1|25.9|24.2
"UDPS012011"|4|37.9|23.2|21.4
"UDPS01301R"|1|26|25.6|23.8
"UDPS01301R"|2|34.6|25.5|24.4
"UDPS01301R"|3|28|25.9|24.2
"UDPS01301R"|4|13.4|23.2|21.4
"UDPS01401L"|1|22.2|25.6|23.8
"UDPS01401L"|2|||
"UDPS01401L"|3|||
"UDPS01401L"|4|||
"UDPS016018"|1|30.4|25.6|23.8
"UDPS016018"|2|||
"UDPS016018"|3|||
"UDPS016018"|4|||
"UDPS05000P"|1|26.6|25.6|23.8
"UDPS05000P"|2|26.4|25.5|24.4
"UDPS05000P"|3|34.9|25.9|24.2
"UDPS05000P"|4|20.5|23.2|21.4
"UDPS08000E"|1|18.8|25.6|23.8
"UDPS08000E"|2|25.6|25.5|24.4
"UDPS08000E"|3|28.2|25.9|24.2
"UDPS08000E"|4|24.6|23.2|21.4
"UDRA01101P"|1|27.5|31.1|28.8
"UDRA01101P"|2|28.6|35|33
"UDRA01101P"|3|||
"UDRA01101P"|4|35.5|33|30.7
"UDRC00301P"|1|31.5|31.1|28.8
"UDRC00301P"|2|49|35|33
"UDRC00301P"|3|||
"UDRC00301P"|4|24.1|33|30.7
"UDRC00401E"|1|||
"UDRC00401E"|2|42.1|35|33
"UDRC00401E"|3|||
"UDRC00401E"|4|54.5|33|30.7
"UDRC01101N"|1|26.7|31.1|28.8
"UDRC01101N"|2|50|35|33
"UDRC01101N"|3|||
"UDRC01101N"|4|25.9|33|30.7
"UDRC013019"|1|38.7|31.1|28.8
"UDRC013019"|2|38.6|35|33
"UDRC013019"|3|||
"UDRC013019"|4|39.5|33|30.7
"UDRC01701L"|1|29.3|31.1|28.8
"UDRC01701L"|2|23.6|35|33
"UDRC01701L"|3|||
"UDRC01701L"|4|29.4|33|30.7
"UDRI004017"|1|||
"UDRI004017"|2|30.8|35|33
"UDRI004017"|3|||
"UDRI004017"|4|50|33|30.7
"UDRI00601V"|1|45.9|31.1|28.8
"UDRI00601V"|2|52.9|35|33
"UDRI00601V"|3|||
"UDRI00601V"|4|36|33|30.7
"UDRI00901A"|1|||
"UDRI00901A"|2|||
"UDRI00901A"|3|||
"UDRI00901A"|4|0|33|30.7
"UDRI01000D"|1|37.1|31.1|28.8
"UDRI01000D"|2|36.7|35|33
"UDRI01000D"|3|||
"UDRI01000D"|4|37.8|33|30.7
"UDRI01001E"|1|50|31.1|28.8
"UDRI01001E"|2|37.5|35|33
"UDRI01001E"|3|||
"UDRI01001E"|4|30|33|30.7
"UDRI01101A"|1|||
"UDRI01101A"|2|||
"UDRI01101A"|3|||
"UDRI01101A"|4|28.6|33|30.7
"UDRI013012"|1|20|31.1|28.8
"UDRI013012"|2|40|35|33
"UDRI013012"|3|||
"UDRI013012"|4|50|33|30.7
"UDRI01401T"|1|48.3|31.1|28.8
"UDRI01401T"|2|50|35|33
"UDRI01401T"|3|||
"UDRI01401T"|4|25.9|33|30.7
"UDRI040009"|1|25.5|31.1|28.8
"UDRI040009"|2|32.1|35|33
"UDRI040009"|3|||
"UDRI040009"|4|37.5|33|30.7
"UDSD01000P"|1|33.6|36.7|30.6
"UDSD01000P"|2|36.2|34|30.9
"UDSD01000P"|3|38.3|33.6|29.5
"UDSD01000P"|4|31.9|35.4|27.2
"UDTA00701V"|1|47|31.4|29.7
"UDTA00701V"|2|36.5|33.4|31.8
"UDTA00701V"|3|33.8|33.5|33.7
"UDTA00701V"|4|29.9|33.7|33.8
"UDTD003012"|1|56.3|31.4|29.7
"UDTD003012"|2|20|33.4|31.8
"UDTD003012"|3|27.8|33.5|33.7
"UDTD003012"|4|68.8|33.7|33.8
"UDTD00401T"|1|33.3|31.4|29.7
"UDTD00401T"|2|||
"UDTD00401T"|3|||
"UDTD00401T"|4|||
"UDTD007019"|1|33.3|31.4|29.7
"UDTD007019"|2|30|33.4|31.8
"UDTD007019"|3|48|33.5|33.7
"UDTD007019"|4|31|33.7|33.8
"UDTD009011"|1|23.8|31.4|29.7
"UDTD009011"|2|30.8|33.4|31.8
"UDTD009011"|3|28.6|33.5|33.7
"UDTD009011"|4|0|33.7|33.8
"UDTD010004"|1|28.4|31.4|29.7
"UDTD010004"|2|35.9|33.4|31.8
"UDTD010004"|3|28.4|33.5|33.7
"UDTD010004"|4|32.9|33.7|33.8
"UDTD011011"|1|14.3|31.4|29.7
"UDTD011011"|2|20|33.4|31.8
"UDTD011011"|3|||
"UDTD011011"|4|||
"UDTD01201R"|1|33.3|31.4|29.7
"UDTD01201R"|2|30.8|33.4|31.8
"UDTD01201R"|3|35.4|33.5|33.7
"UDTD01201R"|4|32.8|33.7|33.8
"UDTD01301L"|1|21.6|31.4|29.7
"UDTD01301L"|2|37.2|33.4|31.8
"UDTD01301L"|3|42.1|33.5|33.7
"UDTD01301L"|4|39.3|33.7|33.8
"UDTD02000P"|1|41|31.4|29.7
"UDTD02000P"|2|31.2|33.4|31.8
"UDTD02000P"|3|32.5|33.5|33.7
"UDTD02000P"|4|39.6|33.7|33.8
"UDTD04000X"|1|30.8|31.4|29.7
"UDTD04000X"|2|30.3|33.4|31.8
"UDTD04000X"|3|32.4|33.5|33.7
"UDTD04000X"|4|37.8|33.7|33.8
"UDTF004014"|1|35.3|31.4|29.7
"UDTF004014"|2|||
"UDTF004014"|3|||
"UDTF004014"|4|||
"UDTF00601Q"|1|45.5|31.4|29.7
"UDTF00601Q"|2|31.8|33.4|31.8
"UDTF00601Q"|3|44.8|33.5|33.7
"UDTF00601Q"|4|47.8|33.7|33.8
"UDTF01301V"|1|25.3|31.4|29.7
"UDTF01301V"|2|37.1|33.4|31.8
"UDTF01301V"|3|33.3|33.5|33.7
"UDTF01301V"|4|21.4|33.7|33.8
"UDTF01302X"|1|27.8|31.4|29.7
"UDTF01302X"|2|33.3|33.4|31.8
"UDTF01302X"|3|40.9|33.5|33.7
"UDTF01302X"|4|60|33.7|33.8
"UDTF01401P"|1|40|31.4|29.7
"UDTF01401P"|2|38.7|33.4|31.8
"UDTF01401P"|3|43.4|33.5|33.7
"UDTF01401P"|4|36.4|33.7|33.8
"UDTF01601A"|1|24.5|31.4|29.7
"UDTF01601A"|2|27.8|33.4|31.8
"UDTF01601A"|3|31.5|33.5|33.7
"UDTF01601A"|4|30.5|33.7|33.8
"UDTL01000E"|1|35.8|31.4|29.7
"UDTL01000E"|2|35.9|33.4|31.8
"UDTL01000E"|3|30.4|33.5|33.7
"UDTL01000E"|4|40.3|33.7|33.8
"UDTN00401Q"|1|27.1|31.4|29.7
"UDTN00401Q"|2|45.5|33.4|31.8
"UDTN00401Q"|3|51|33.5|33.7
"UDTN00401Q"|4|32.4|33.7|33.8
"UDTN01701T"|1|47.7|31.4|29.7
"UDTN01701T"|2|||
"UDTN01701T"|3|||
"UDTN01701T"|4|||
"VAPC00101L"|1|22.6|26.9|23.8
"VAPC00101L"|2|14.3|28.8|24.4
"VAPC00101L"|3|23.9|27.5|24.2
"VAPC00101L"|4|17.8|25.6|21.4
"VAPC012013"|1|35.7|26.9|23.8
"VAPC012013"|2|73.3|28.8|24.4
"VAPC012013"|3|38.9|27.5|24.2
"VAPC012013"|4|17.6|25.6|21.4
"VAPC01401P"|1|||
"VAPC01401P"|2|37.5|28.8|24.4
"VAPC01401P"|3|25|27.5|24.2
"VAPC01401P"|4|10.5|25.6|21.4
"VAPC020001"|1|31.2|26.9|23.8
"VAPC020001"|2|34.6|28.8|24.4
"VAPC020001"|3|31.4|27.5|24.2
"VAPC020001"|4|33|25.6|21.4
"VAPC02701R"|1|22.3|26.9|23.8
"VAPC02701R"|2|28|28.8|24.4
"VAPC02701R"|3|25.3|27.5|24.2
"VAPC02701R"|4|19.6|25.6|21.4
"VAPC040006"|1|27.2|26.9|23.8
"VAPC040006"|2|31.1|28.8|24.4
"VAPC040006"|3|37|27.5|24.2
"VAPC040006"|4|22.7|25.6|21.4
"VAPM01000E"|1|30.3|26.9|23.8
"VAPM01000E"|2|35.4|28.8|24.4
"VAPM01000E"|3|29.1|27.5|24.2
"VAPM01000E"|4|31|25.6|21.4
"VAPM027011"|1|24.7|26.9|23.8
"VAPM027011"|2|||
"VAPM027011"|3|||
"VAPM027011"|4|||
"VAPS00101Q"|1|28.8|26.9|23.8
"VAPS00101Q"|2|24.9|28.8|24.4
"VAPS00101Q"|3|19.7|27.5|24.2
"VAPS00101Q"|4|25.2|25.6|21.4
"VAPS004017"|1|28.8|26.9|23.8
"VAPS004017"|2|33.9|28.8|24.4
"VAPS004017"|3|35.6|27.5|24.2
"VAPS004017"|4|36.4|25.6|21.4
"VAPS00901A"|1|41.8|26.9|23.8
"VAPS00901A"|2|28.4|28.8|24.4
"VAPS00901A"|3|24.4|27.5|24.2
"VAPS00901A"|4|17.5|25.6|21.4
"VAPS01000D"|1|32.7|26.9|23.8
"VAPS01000D"|2|28.2|28.8|24.4
"VAPS01000D"|3|30.4|27.5|24.2
"VAPS01000D"|4|40.5|25.6|21.4
"VAPS012016"|1|33.9|26.9|23.8
"VAPS012016"|2|36.3|28.8|24.4
"VAPS012016"|3|31.6|27.5|24.2
"VAPS012016"|4|30.1|25.6|21.4
"VAPS01401T"|1|22.7|26.9|23.8
"VAPS01401T"|2|25.4|28.8|24.4
"VAPS01401T"|3|20.2|27.5|24.2
"VAPS01401T"|4|24.7|25.6|21.4
"VAPS020004"|1|25.2|26.9|23.8
"VAPS020004"|2|32.1|28.8|24.4
"VAPS020004"|3|35.2|27.5|24.2
"VAPS020004"|4|44.6|25.6|21.4
"VAPS026014"|1|14.9|26.9|23.8
"VAPS026014"|2|||
"VAPS026014"|3|||
"VAPS026014"|4|||
"VAPS03000P"|1|22.8|26.9|23.8
"VAPS03000P"|2|23.4|28.8|24.4
"VAPS03000P"|3|24|27.5|24.2
"VAPS03000P"|4|21.1|25.6|21.4
"VAPS11000A"|1|36.8|26.9|23.8
"VAPS11000A"|2|28.7|28.8|24.4
"VAPS11000A"|3|34.3|27.5|24.2
"VAPS11000A"|4|32.5|25.6|21.4
"VAPS11001B"|1|||
"VAPS11001B"|2|30.8|28.8|24.4
"VAPS11001B"|3|29.7|27.5|24.2
"VAPS11001B"|4|36.4|25.6|21.4
"VARC00301X"|1|||
"VARC00301X"|2|43.8|36.2|33
"VARC00301X"|3|||
"VARC00301X"|4|34.4|35.4|30.7
"VARC00401Q"|1|||
"VARC00401Q"|2|60|36.2|33
"VARC00401Q"|3|||
"VARC00401Q"|4|40.7|35.4|30.7
"VARC01101V"|1|||
"VARC01101V"|2|29.5|36.2|33
"VARC01101V"|3|||
"VARC01101V"|4|33.3|35.4|30.7
"VARC01201P"|1|32.7|27.6|28.8
"VARC01201P"|2|25.7|36.2|33
"VARC01201P"|3|||
"VARC01201P"|4|56.5|35.4|30.7
"VARC02000L"|1|17.1|27.6|28.8
"VARC02000L"|2|29.1|36.2|33
"VARC02000L"|3|||
"VARC02000L"|4|23.5|35.4|30.7
"VARC02101D"|1|33.3|27.6|28.8
"VARC02101D"|2|47.5|36.2|33
"VARC02101D"|3|||
"VARC02101D"|4|31.7|35.4|30.7
"VARC023015"|1|37.1|27.6|28.8
"VARC023015"|2|44.8|36.2|33
"VARC023015"|3|||
"VARC023015"|4|40.5|35.4|30.7
"VARC024011"|1|12.5|27.6|28.8
"VARC024011"|2|||
"VARC024011"|3|||
"VARC024011"|4|||
"VARC030007"|1|26.6|27.6|28.8
"VARC030007"|2|29.3|36.2|33
"VARC030007"|3|||
"VARC030007"|4|33.7|35.4|30.7
"VARI00801Q"|1|13.9|27.6|28.8
"VARI00801Q"|2|41.7|36.2|33
"VARI00801Q"|3|||
"VARI00801Q"|4|40.3|35.4|30.7
"VARI00901G"|1|50|27.6|28.8
"VARI00901G"|2|40.9|36.2|33
"VARI00901G"|3|||
"VARI00901G"|4|||
"VARI01701E"|1|11.7|27.6|28.8
"VARI01701E"|2|35.5|36.2|33
"VARI01701E"|3|||
"VARI01701E"|4|55|35.4|30.7
"VARI019016"|1|37.7|27.6|28.8
"VARI019016"|2|44.4|36.2|33
"VARI019016"|3|||
"VARI019016"|4|44.9|35.4|30.7
"VARI04000E"|1|32.8|27.6|28.8
"VARI04000E"|2|48.3|36.2|33
"VARI04000E"|3|||
"VARI04000E"|4|49.6|35.4|30.7
"VASL01000A"|1|15.9|33.3|30.6
"VASL01000A"|2|9.3|30.7|30.9
"VASL01000A"|3|15.8|32.5|29.5
"VASL01000A"|4|13.8|27.8|27.2
"VASL011017"|1|46.2|33.3|30.6
"VASL011017"|2|||
"VASL011017"|3|||
"VASL011017"|4|||
"VASL02801L"|1|37.6|33.3|30.6
"VASL02801L"|2|31.7|30.7|30.9
"VASL02801L"|3|29.6|32.5|29.5
"VASL02801L"|4|20.5|27.8|27.2
"VATD003017"|1|31.5|30.9|29.7
"VATD003017"|2|41.4|33.3|31.8
"VATD003017"|3|51.8|34.6|33.7
"VATD003017"|4|54.5|35.1|33.8
"VATD004013"|1|26.8|30.9|29.7
"VATD004013"|2|37.9|33.3|31.8
"VATD004013"|3|22|34.6|33.7
"VATD004013"|4|24.1|35.1|33.8
"VATD00801A"|1|50|30.9|29.7
"VATD00801A"|2|40.8|33.3|31.8
"VATD00801A"|3|38.5|34.6|33.7
"VATD00801A"|4|40.9|35.1|33.8
"VATD009016"|1|20.3|30.9|29.7
"VATD009016"|2|40.4|33.3|31.8
"VATD009016"|3|36.5|34.6|33.7
"VATD009016"|4|32.1|35.1|33.8
"VATD011016"|1|33.6|30.9|29.7
"VATD011016"|2|42.3|33.3|31.8
"VATD011016"|3|36|34.6|33.7
"VATD011016"|4|35.6|35.1|33.8
"VATD012012"|1|35.4|30.9|29.7
"VATD012012"|2|26.9|33.3|31.8
"VATD012012"|3|36.7|34.6|33.7
"VATD012012"|4|40.9|35.1|33.8
"VATD01301T"|1|29.3|30.9|29.7
"VATD01301T"|2|35.3|33.3|31.8
"VATD01301T"|3|44.9|34.6|33.7
"VATD01301T"|4|40.6|35.1|33.8
"VATD018011"|1|35.7|30.9|29.7
"VATD018011"|2|37.8|33.3|31.8
"VATD018011"|3|39.1|34.6|33.7
"VATD018011"|4|14.3|35.1|33.8
"VATD02000X"|1|23.1|30.9|29.7
"VATD02000X"|2|29|33.3|31.8
"VATD02000X"|3|32.1|34.6|33.7
"VATD02000X"|4|28.8|35.1|33.8
"VATD02101R"|1|25.8|30.9|29.7
"VATD02101R"|2|30.4|33.3|31.8
"VATD02101R"|3|35|34.6|33.7
"VATD02101R"|4|34|35.1|33.8
"VATD024018"|1|26.1|30.9|29.7
"VATD024018"|2|21.2|33.3|31.8
"VATD024018"|3|17.2|34.6|33.7
"VATD024018"|4|9.8|35.1|33.8
"VATD08000G"|1|25.7|30.9|29.7
"VATD08000G"|2|32.3|33.3|31.8
"VATD08000G"|3|39.3|34.6|33.7
"VATD08000G"|4|36.6|35.1|33.8
"VATD190003"|1|27.4|30.9|29.7
"VATD190003"|2|38.5|33.3|31.8
"VATD190003"|3|34.4|34.6|33.7
"VATD190003"|4|18|35.1|33.8
"VATF00301D"|1|35.7|30.9|29.7
"VATF00301D"|2|41.7|33.3|31.8
"VATF00301D"|3|54.2|34.6|33.7
"VATF00301D"|4|56.3|35.1|33.8
"VATF00801L"|1|30.3|30.9|29.7
"VATF00801L"|2|41.3|33.3|31.8
"VATF00801L"|3|50.5|34.6|33.7
"VATF00801L"|4|50|35.1|33.8
"VATF00901C"|1|36|30.9|29.7
"VATF00901C"|2|45.2|33.3|31.8
"VATF00901C"|3|37.5|34.6|33.7
"VATF00901C"|4|23.5|35.1|33.8
"VATF01101C"|1|35.5|30.9|29.7
"VATF01101C"|2|||
"VATF01101C"|3|||
"VATF01101C"|4|||
"VATF01701B"|1|49|30.9|29.7
"VATF01701B"|2|49.1|33.3|31.8
"VATF01701B"|3|49.2|34.6|33.7
"VATF01701B"|4|53.1|35.1|33.8
"VATF018017"|1|26.3|30.9|29.7
"VATF018017"|2|43.9|33.3|31.8
"VATF018017"|3|41.3|34.6|33.7
"VATF018017"|4|33.3|35.1|33.8
"VATF019013"|1|33.6|30.9|29.7
"VATF019013"|2|32.3|33.3|31.8
"VATF019013"|3|22.1|34.6|33.7
"VATF019013"|4|37.5|35.1|33.8
"VATF020006"|1|41.7|30.9|29.7
"VATF020006"|2|50|33.3|31.8
"VATF020006"|3|47.3|34.6|33.7
"VATF020006"|4|50.5|35.1|33.8
"VATF02301P"|1|31.9|30.9|29.7
"VATF02301P"|2|||
"VATF02301P"|3|||
"VATF02301P"|4|||
"VATF026016"|1|35.5|30.9|29.7
"VATF026016"|2|25.5|33.3|31.8
"VATF026016"|3|34.8|34.6|33.7
"VATF026016"|4|41.3|35.1|33.8
"VATL013018"|1|34.7|30.9|29.7
"VATL013018"|2|52|33.3|31.8
"VATL013018"|3|40|34.6|33.7
"VATL013018"|4|40.4|35.1|33.8
"VATL019017"|1|||
"VATL019017"|2|46.7|33.3|31.8
"VATL019017"|3|44.4|34.6|33.7
"VATL019017"|4|36.4|35.1|33.8
"VATN003015"|1|45.9|30.9|29.7
"VATN003015"|2|||
"VATN003015"|3|||
"VATN003015"|4|||
"VATN004011"|1|50|30.9|29.7
"VATN004011"|2|||
"VATN004011"|3|||
"VATN004011"|4|||
"VBPS00101A"|1|27.3|23.4|23.8
"VBPS00101A"|2|27.5|24.2|24.4
"VBPS00101A"|3|20.5|22.9|24.2
"VBPS00101A"|4|25|20.9|21.4
"VBPS02000P"|1|16|23.4|23.8
"VBPS02000P"|2|26|24.2|24.4
"VBPS02000P"|3|25|22.9|24.2
"VBPS02000P"|4|21.2|20.9|21.4
"VBPS030009"|1|19.5|23.4|23.8
"VBPS030009"|2|23.4|24.2|24.4
"VBPS030009"|3|13.5|22.9|24.2
"VBPS030009"|4|18.4|20.9|21.4
"VBRA01000N"|1|0|31|28.8
"VBRA01000N"|2|0|32|33
"VBRA01000N"|3|||
"VBRA01000N"|4|0|30.4|30.7
"VBRC00201P"|1|33.3|31|28.8
"VBRC00201P"|2|15.7|32|33
"VBRC00201P"|3|||
"VBRC00201P"|4|32.1|30.4|30.7
"VBRH01000T"|1|30.9|31|28.8
"VBRH01000T"|2|35.2|32|33
"VBRH01000T"|3|||
"VBRH01000T"|4|36.5|30.4|30.7
"VBRI003017"|1|36|31|28.8
"VBRI003017"|2|34.9|32|33
"VBRI003017"|3|||
"VBRI003017"|4|38.1|30.4|30.7
"VBRI004013"|1|32.4|31|28.8
"VBRI004013"|2|32.6|32|33
"VBRI004013"|3|||
"VBRI004013"|4|23.1|30.4|30.7
"VBSL001017"|1|38.5|29.6|30.6
"VBSL001017"|2|22.9|27.6|30.9
"VBSL001017"|3|26.9|27.9|29.5
"VBSL001017"|4|17.1|22.3|27.2
"VBTD002012"|1|29.6|28.1|29.7
"VBTD002012"|2|36.6|29.6|31.8
"VBTD002012"|3|20.5|30.1|33.7
"VBTD002012"|4|35.5|31.4|33.8
"VBTD00401N"|1|29.1|28.1|29.7
"VBTD00401N"|2|32.7|29.6|31.8
"VBTD00401N"|3|30.9|30.1|33.7
"VBTD00401N"|4|42.9|31.4|33.8
"VBTD02000E"|1|25.3|28.1|29.7
"VBTD02000E"|2|24.7|29.6|31.8
"VBTD02000E"|3|26.7|30.1|33.7
"VBTD02000E"|4|33|31.4|33.8
"VBTF003014"|1|25.5|28.1|29.7
"VBTF003014"|2|37.8|29.6|31.8
"VBTF003014"|3|40.7|30.1|33.7
"VBTF003014"|4|39.2|31.4|33.8
"VBTF010006"|1|4.7|28.1|29.7
"VBTF010006"|2|9.4|29.6|31.8
"VBTF010006"|3|4.2|30.1|33.7
"VBTF010006"|4|4.5|31.4|33.8
"VCPC00101T"|1|12.5|23.4|23.8
"VCPC00101T"|2|14.3|24.2|24.4
"VCPC00101T"|3|18.8|22.9|24.2
"VCPC00101T"|4|14|20.9|21.4
"VCPC00701R"|1|31.3|23.4|23.8
"VCPC00701R"|2|25.6|24.2|24.4
"VCPC00701R"|3|26.3|22.9|24.2
"VCPC00701R"|4|30.6|20.9|21.4
"VCPM001012"|1|21.5|23.4|23.8
"VCPM001012"|2|22|24.2|24.4
"VCPM001012"|3|8.3|22.9|24.2
"VCPM001012"|4|19.8|20.9|21.4
"VCPS01000P"|1|22.3|23.4|23.8
"VCPS01000P"|2|28|24.2|24.4
"VCPS01000P"|3|20.9|22.9|24.2
"VCPS01000P"|4|11.3|20.9|21.4
"VCPS01701E"|1|19.8|23.4|23.8
"VCPS01701E"|2|21.3|24.2|24.4
"VCPS01701E"|3|14.8|22.9|24.2
"VCPS01701E"|4|13.1|20.9|21.4
"VCRC01301Q"|1|33.8|31|28.8
"VCRC01301Q"|2|25|32|33
"VCRC01301Q"|3|||
"VCRC01301Q"|4|27.3|30.4|30.7
"VCRH012015"|1|39.1|31|28.8
"VCRH012015"|2|28.3|32|33
"VCRH012015"|3|||
"VCRH012015"|4|20.9|30.4|30.7
"VCRH040008"|1|38.4|31|28.8
"VCRH040008"|2|37.5|32|33
"VCRH040008"|3|||
"VCRH040008"|4|50|30.4|30.7
"VCRH040019"|1|27.5|31|28.8
"VCRH040019"|2|38.2|32|33
"VCRH040019"|3|||
"VCRH040019"|4|29.6|30.4|30.7
"VCRI01601X"|1|47.8|31|28.8
"VCRI01601X"|2|30.8|32|33
"VCRI01601X"|3|||
"VCRI01601X"|4|38.3|30.4|30.7
"VCRI030005"|1|43.9|31|28.8
"VCRI030005"|2|39.6|32|33
"VCRI030005"|3|||
"VCRI030005"|4|36.4|30.4|30.7
"VCSL00101T"|1|25.5|29.6|30.6
"VCSL00101T"|2|30|27.6|30.9
"VCSL00101T"|3|22.7|27.9|29.5
"VCSL00101T"|4|18.8|22.3|27.2
"VCSL00102V"|1|31.3|29.6|30.6
"VCSL00102V"|2|11.1|27.6|30.9
"VCSL00102V"|3|25|27.9|29.5
"VCSL00102V"|4|18.2|22.3|27.2
"VCSL00701R"|1|13.3|29.6|30.6
"VCSL00701R"|2|41.7|27.6|30.9
"VCSL00701R"|3|15|27.9|29.5
"VCSL00701R"|4|23.1|22.3|27.2
"VCTA01201R"|1|33.8|28.1|29.7
"VCTA01201R"|2|43.8|29.6|31.8
"VCTA01201R"|3|37.5|30.1|33.7
"VCTA01201R"|4|41.5|31.4|33.8
"VCTD00701Q"|1|26.7|28.1|29.7
"VCTD00701Q"|2|38.7|29.6|31.8
"VCTD00701Q"|3|34.1|30.1|33.7
"VCTD00701Q"|4|25.9|31.4|33.8
"VCTD013013"|1|28.7|28.1|29.7
"VCTD013013"|2|34.1|29.6|31.8
"VCTD013013"|3|33.1|30.1|33.7
"VCTD013013"|4|34.6|31.4|33.8
"VCTD01701A"|1|30.9|28.1|29.7
